Age,Gender,Marital_Status,Education,Location,Monthly_Income,Credit_Score,Existing_Loans,Bank_Balance,Monthly_Expense,Loan_Amount,Loan_Tenure,Interest_Rate,EMI,Missed_EMI,Credit_Inquiries,Online_Engagement_Score,Past_Application_Status,Loan_Status
58,Male,Single,High School,Urban,118720,477,1,189935,17137,1432727,24,7.520945941,68676.51026,3,,66,,0
36,Female,Single,Bachelor,Urban,49163,598,4,266023,11881,523956,48,13.96467147,17013.1445,2,,61,,0
34,Male,Single,Master,Urban,143049,828,1,353668,37132,1091618,12,11.16205139,101122.0802,0,0,89,Approved,1
49,Female,Married,High School,Urban,143478,489,2,496872,16049,435518,12,14.23299378,41458.77082,2,,35,,0
46,Female,Single,Bachelor,Urban,108602,851,1,463700,30303,449806,12,7.608271514,40335.70515,2,7,20,Approved,0
55,Female,Married,Master,Urban,22277,336,3,,52043,750497,36,7.483818813,25527.6252,2,,20,,0
35,Male,Married,High School,Rural,85403,376,2,245785,64736,990051,12,10.32356046,91021.62613,3,,87,,0
23,Male,Single,High School,Urban,79399,762,0,41148,39195,876571,12,13.57372603,82962.86217,,4,70,Approved,1
43,Male,Married,Bachelor,Urban,67293,837,1,419628,96050,1775078,48,7.547598978,48145.43908,0,5,69,Rejected,1
49,Female,Single,High School,Urban,32659,742,1,55135,55133,833978,60,10.83595261,21430.42174,4,5,36,Approved,0
54,Male,Married,Master,Urban,55749,776,3,299912,8615,195107,60,12.36355537,5261.963498,3,0,90,Rejected,0
53,Female,Single,High School,Semi-Urban,51602,615,0,32119,14953,220120,48,10.79335092,6565.693671,,,43,Rejected,0
61,Female,Married,Bachelor,Urban,104995,423,1,183844,49370,1378470,12,8.282562435,124386.8865,4,,28,,0
61,Male,Single,Master,Semi-Urban,139861,734,1,420578,60037,703029,60,9.535606035,17303.65631,0,8,61,Approved,1
43,Male,Single,High School,Urban,94927,619,0,464149,82312,1422799,12,9.286746091,129577.5609,,,82,Rejected,0
27,Female,Divorced,High School,Urban,104420,781,3,84615,30424,1138520,24,7.3575723,54418.95268,3,5,48,Approved,0
23,Female,Single,High School,Semi-Urban,64943,680,4,479775,88817,486327,36,8.98203812,17149.25638,4,4,26,Approved,0
52,Female,Married,Master,Rural,130396,491,0,92886,84313,1690883,12,13.03786619,159278.1719,,,18,,0
51,Female,Single,Master,Urban,108209,445,3,164945,32176,1525484,48,11.57032749,46489.54121,4,,52,,0
38,Male,Single,High School,Rural,41752,779,1,389663,84334,1851380,48,11.60057135,56467.97148,3,7,96,Rejected,0
63,Male,Married,Master,Rural,136332,778,0,65431,39287,1464429,48,8.94505503,41425.10249,,7,95,Approved,0
27,Male,Single,Master,Urban,49612,427,3,87588,87186,912298,36,9.631668087,32664.07072,3,,32,,0
61,Female,Married,PhD,Rural,28977,509,1,,52436,1640288,12,12.23417916,153413.6477,4,,86,,0
21,Female,Single,Bachelor,Semi-Urban,98727,315,2,44587,73935,830465,60,8.907218826,20005.36124,4,,48,,0
34,Female,Single,Master,Urban,80444,744,3,404946,10855,645331,24,14.2424158,34548.01869,2,6,33,Approved,0
52,Male,Married,Bachelor,Rural,90804,630,3,364442,29631,985106,12,13.08163443,92831.16381,3,,69,Rejected,0
26,Female,Single,Master,Urban,82950,491,3,448791,52788,481482,36,7.182415037,16256.3363,3,,8,,0
59,Female,Single,High School,Urban,67925,585,1,434832,19523,1268861,12,12.6006499,119062.1444,3,,78,,0
30,Male,Married,High School,Urban,78970,886,4,390323,78099,1486651,24,7.418162948,71133.97447,4,3,89,Approved,0
27,Male,Single,Master,Semi-Urban,42062,791,4,277564,97514,1261922,36,7.146380439,42568.53447,0,1,81,Approved,1
46,Female,Single,Master,Semi-Urban,129761,369,2,33122,24206,1509968,60,12.83342944,41314.52315,4,,75,,0
54,Male,Married,Bachelor,Urban,74083,321,0,333289,96730,147351,12,10.41194161,13557.75834,,,75,,0
50,Female,Married,Bachelor,Urban,129487,697,2,339410,18271,1214353,36,11.32906217,45196.59497,2,8,97,Rejected,0
56,Male,Single,Bachelor,Urban,90347,599,0,410970,89514,1994627,12,10.32794897,183385.9216,,,80,,0
41,Female,Married,High School,Urban,29295,362,0,,27784,1472583,36,10.24792439,53480.84937,,,3,,0
37,Male,Married,High School,Rural,39544,674,2,121906,12719,1668658,24,9.230001187,82362.17943,0,3,22,Approved,1
53,Male,Married,High School,Semi-Urban,28976,319,2,,14070,1096018,48,14.61650999,36183.67338,2,,94,,0
30,Male,Single,Bachelor,Urban,139292,749,3,6903,23299,175136,12,7.41890544,15677.43119,2,8,65,Approved,0
62,Male,Divorced,High School,Urban,100188,644,1,81755,82991,326734,36,12.18343998,12393.23118,1,,72,Approved,0
32,Female,Single,High School,Urban,112339,721,4,346800,68596,1416955,36,10.67152391,51960.75208,3,6,65,Approved,0
36,Female,Married,Master,Urban,32841,570,0,410514,86798,251983,36,11.24230768,9360.253124,,,9,,0
61,Male,Married,High School,Semi-Urban,67982,310,0,267284,65367,1745334,24,8.012962298,84376.66295,,,81,,0
52,Female,Married,Bachelor,Urban,40018,794,3,139352,69928,1974126,48,7.875805288,54084.15166,0,3,93,Pending,1
35,Male,Married,Master,Urban,46349,734,4,134962,44168,1968217,12,7.715469012,176672.8477,2,4,69,Pending,0
47,Male,Single,High School,Semi-Urban,140704,332,1,327006,58398,1260441,36,8.179492055,43603.72262,2,,86,,0
48,Female,Single,High School,Rural,76724,680,3,193725,99685,1299361,12,13.74586793,123164.1206,0,9,98,Approved,1
37,Female,Married,Bachelor,Urban,31448,463,1,408339,39943,1253381,12,7.7239674,112515.9783,3,,24,,0
22,Female,Single,Bachelor,Urban,41795,657,0,476880,65285,1165750,36,8.962814753,41088.94553,,3,92,Approved,1
56,Female,Married,Bachelor,Rural,34081,802,4,98146,83818,1442051,60,12.92642019,39567.98096,0,6,94,Approved,1
27,Female,Single,Bachelor,Urban,31030,630,0,230368,52029,1123465,48,14.04991918,36559.34787,,,50,Pending,0
33,Female,Married,Master,Semi-Urban,129243,619,3,141918,86180,897812,36,7.325867022,30420.26499,0,,39,Approved,0
35,Female,Married,High School,Semi-Urban,43015,500,1,460990,9197,1336341,24,13.53665687,70755.53298,4,,43,,0
45,Male,Single,Master,Urban,111834,886,1,457723,20813,372745,12,12.42523813,34921.62116,1,0,53,Approved,1
43,Female,Single,High School,Urban,68321,788,0,253102,45547,946542,12,8.664455673,85712.89267,,6,31,Rejected,0
42,Male,Married,Bachelor,Urban,133706,332,3,350224,89319,265203,12,8.599517456,24000.76486,0,,40,,0
46,Female,Single,High School,Semi-Urban,120794,694,4,67697,61584,364637,24,12.99145121,19140.84483,0,3,79,Approved,1
53,Female,Married,Bachelor,Rural,55017,617,2,427104,42395,342576,36,10.98201149,12651.14464,0,,25,Approved,0
31,Male,Married,Master,Semi-Urban,138378,393,3,75360,95707,473644,48,10.78843843,14125.81594,4,,78,,0
30,Male,Single,High School,Urban,62056,616,4,423057,80227,705561,36,14.04578215,27857.38008,1,,21,Approved,0
45,Male,Married,High School,Urban,120572,635,4,210179,92133,880038,60,13.07896615,24258.95601,0,,24,Approved,0
57,Male,Single,Bachelor,Urban,144505,739,1,252438,46668,1696504,24,8.071127978,82098.25075,0,0,22,Approved,1
63,Female,Single,High School,Rural,55447,323,2,190252,8333,510935,48,10.81864667,15250.83353,1,,20,,0
58,Female,Single,Master,Rural,49499,561,2,34803,46158,617511,48,7.484944102,16716.5086,4,,11,,0
61,Male,Married,Master,Urban,31996,375,2,495674,79754,868757,60,13.89505077,24538.80218,3,,40,,0
44,Male,Divorced,Master,Urban,20387,581,0,,85659,1598132,60,11.00474673,41291.39825,,,44,,0
60,Female,Single,Bachelor,Semi-Urban,82996,544,1,193055,72801,1617834,24,7.941731849,78116.75317,0,,96,,0
53,Female,Single,Bachelor,Urban,78976,481,3,67551,66796,1633007,36,12.45098856,62305.09846,2,,79,,0
37,Male,Single,High School,Semi-Urban,98814,639,0,274817,89675,722810,12,10.29030226,66432.44448,,,7,Rejected,0
44,Female,Married,Bachelor,Urban,89494,567,0,22928,74425,1428973,12,10.01223928,131003.7663,,,85,,0
57,Female,Single,Bachelor,Urban,51707,779,2,354169,98912,990206,48,7.270458087,26628.66768,3,8,46,Approved,0
22,Male,Married,PhD,Urban,64899,807,2,405672,89368,1123401,60,8.454751805,26638.41386,2,4,69,Approved,0
52,Male,Single,PhD,Urban,99712,551,4,130965,10479,557266,48,14.14949756,18180.56992,4,,75,,0
44,Male,Married,Master,Urban,35363,505,4,234122,94229,1054937,24,7.647943665,50679.12396,2,,61,,0
29,Male,Married,Bachelor,Urban,38819,815,1,12991,50472,1315617,48,14.20880982,42986.48062,0,1,93,Rejected,1
24,Female,Divorced,Bachelor,Urban,77504,328,1,269133,19925,1705372,36,11.90732065,64293.4538,2,,42,,0
37,Male,Single,Master,Urban,55469,433,3,447447,53942,604384,36,8.197686923,20917.23679,3,,74,,0
37,Female,Married,Master,Urban,36879,346,0,425258,71410,387748,12,12.57355664,36375.14287,,,56,,0
50,Female,Married,Master,Urban,88488,866,2,226072,99437,1084876,24,8.472898309,52863.20336,4,2,44,Pending,0
60,Female,Married,High School,Semi-Urban,121463,738,2,168780,53106,305179,60,8.428294318,7229.76536,4,1,37,Pending,0
31,Female,Single,Master,Rural,145759,545,1,474437,38463,1808031,12,12.16423924,168997.018,3,,33,,0
41,Male,Divorced,Bachelor,Urban,95965,708,4,360029,53608,683659,48,14.85932743,22708.48994,2,9,92,Approved,0
41,Female,Single,Bachelor,Urban,142968,435,3,272151,73109,950365,48,10.08643137,27787.43029,1,,52,,0
38,Male,Single,Master,Urban,53926,804,0,421630,94116,560217,36,7.941077098,19268.85532,,2,36,Rejected,1
49,Female,Single,Bachelor,Rural,65549,684,1,413426,56863,1615456,48,14.47523271,53142.08461,2,8,16,Rejected,0
44,Male,Married,Bachelor,Urban,44539,753,4,105425,33187,780002,60,8.529991754,18544.54219,4,6,29,Rejected,0
30,Female,Married,Bachelor,Urban,53028,657,4,449937,60651,205528,36,14.87975728,8257.616739,4,4,7,Approved,0
37,Female,Single,Bachelor,Rural,90509,692,0,417211,50879,381455,12,11.17311374,35339.61675,,1,76,Approved,0
38,Male,Single,High School,Urban,100908,397,0,342775,87818,1324029,60,14.14635761,37675.63976,,,89,,0
62,Male,Married,Bachelor,Rural,77078,348,1,325761,31725,448010,36,8.963210579,15791.0622,1,,98,,0
40,Male,Single,Bachelor,Rural,93977,360,0,80469,65803,663061,36,13.28626069,25759.69553,,,4,,0
57,Male,Divorced,Bachelor,Semi-Urban,123926,542,2,237544,10623,1469127,48,13.76247807,47455.83594,1,,89,,0
38,Female,Married,Master,Semi-Urban,135283,671,4,92974,97325,142542,12,8.214903729,12854.30734,4,6,71,Rejected,0
37,Female,Single,Bachelor,Urban,85419,726,4,429552,83879,204799,24,9.171469488,10098.54815,3,3,31,Rejected,0
29,Female,Single,Master,Semi-Urban,89236,472,2,245492,91770,332577,36,8.528248635,11601.83279,0,,88,,0
34,Female,Divorced,Bachelor,Urban,77434,635,3,344112,31805,260528,60,13.77786304,7333.399251,3,,80,Approved,0
49,Female,Single,Bachelor,Urban,74534,852,3,211747,92412,314836,48,13.69939326,10153.30181,4,4,14,Pending,0
51,Male,Single,High School,Urban,133313,446,0,281949,25680,1243973,48,10.53884769,36841.13915,,,42,,0
24,Male,Single,High School,Urban,109748,599,1,461145,69169,1360782,12,13.57088741,128787.6828,2,,95,,0
38,Female,Single,Master,Semi-Urban,126171,325,3,340822,45428,755834,60,14.46617875,21708.92479,1,,14,,0
40,Male,Married,High School,Urban,107889,848,1,174104,70209,652631,48,12.94214833,20635.18517,0,0,82,Approved,1
63,Female,Married,PhD,Urban,137129,505,1,394377,72297,1329097,60,8.099902791,31122.91375,1,,49,,0
64,Female,Divorced,High School,Urban,38853,451,3,256336,57064,1025265,48,13.5517295,32938.11579,2,,54,,0
29,Male,Single,Master,Semi-Urban,52953,761,1,375764,19116,129596,24,7.118201377,6168.575355,2,6,2,Approved,0
33,Female,Single,Bachelor,Urban,68695,756,0,320220,82178,1487903,60,8.798927512,35708.3422,,6,26,Approved,1
35,Male,Divorced,Bachelor,Semi-Urban,64518,467,2,7125,8944,137464,60,9.932732431,3428.894276,0,,86,,0
47,Female,Married,High School,Semi-Urban,132555,675,2,338672,87872,690077,36,7.340690572,23390.17366,2,5,45,Approved,0
35,Male,Married,Bachelor,Rural,70388,502,0,30102,33182,355331,60,7.383102739,8108.387733,,,2,,0
48,Female,Single,High School,Semi-Urban,61935,478,0,166729,35537,290516,48,7.471360808,7861.208214,,,48,,0
57,Female,Married,Bachelor,Rural,101266,737,4,415330,28375,103660,36,13.32921837,4030.866758,4,2,8,Rejected,0
39,Male,Single,Bachelor,Urban,67551,516,2,139177,68193,1614818,36,7.792520568,55342.30762,2,,79,,0
46,Female,Married,Master,Urban,112819,458,0,56412,12543,1337286,60,10.71451242,34228.40621,,,85,,0
46,Female,Married,Master,Semi-Urban,64849,804,3,453420,95398,601065,36,13.05525137,23235.46222,2,2,11,Rejected,0
45,Male,Married,Bachelor,Urban,105813,656,1,197175,23987,1085130,60,14.35559482,31066.9055,4,7,90,Rejected,0
46,Male,Married,High School,Rural,24013,369,0,,46457,115372,60,12.91627791,3164.68068,,,23,,0
46,Male,Married,Bachelor,Urban,67086,598,3,257841,81983,1987195,36,11.81786744,74770.20035,1,,16,,0
48,Female,Single,Master,Semi-Urban,101959,422,4,207758,70005,1057249,48,9.10384403,30046.87916,0,,45,,0
38,Male,Single,High School,Semi-Urban,104119,566,2,477354,76043,1622572,36,12.89563573,62508.19232,2,,82,,0
52,Male,Married,Bachelor,Urban,50190,723,3,195167,17002,1544054,12,7.29700893,138060.3132,3,4,77,Pending,0
23,Male,Single,High School,Semi-Urban,48664,876,1,260804,74153,1884740,60,13.49041623,52600.6059,1,7,71,Approved,1
22,Female,Single,High School,Semi-Urban,46196,485,3,119034,52437,1434935,24,8.173683871,69562.87922,0,,59,,0
53,Male,Single,Bachelor,Rural,132235,454,4,189502,69936,739960,24,11.75280307,38078.8368,3,,26,,0
62,Female,Single,Bachelor,Urban,143193,468,1,186486,56315,1171769,24,13.75309905,62253.25426,0,,44,,0
39,Female,Divorced,Bachelor,Semi-Urban,25918,639,2,,14920,739146,24,14.073154,39466.17957,1,,6,Pending,0
37,Male,Single,Bachelor,Rural,72730,718,1,286172,71878,1748973,60,11.26662969,45570.40927,4,8,65,Approved,0
64,Female,Married,High School,Urban,86165,522,3,490736,91537,1066149,60,9.880206721,26547.29376,4,,61,,0
53,Female,Married,High School,Urban,40657,813,0,495579,94505,363529,36,12.8046289,13977.07273,,1,38,Rejected,0
32,Female,Single,Bachelor,Urban,123561,765,0,162074,97749,774703,36,14.30404491,30754.01653,,5,84,Approved,0
23,Female,Divorced,Bachelor,Rural,141939,388,1,181276,45510,1054578,24,7.397027512,50441.36873,2,,22,,0
63,Female,Single,High School,Urban,108845,312,1,423042,86724,229890,60,10.23082533,5791.470363,1,,84,,0
46,Male,Married,Bachelor,Semi-Urban,81458,335,4,186496,27071,1915572,36,9.732511498,68746.43876,0,,62,,0
55,Male,Single,Bachelor,Urban,133693,892,3,427332,54732,1363244,36,11.3120899,50718.8378,4,3,86,Approved,0
28,Male,Single,High School,Urban,131928,537,1,80793,76026,1843262,36,10.28767771,67004.12672,3,,58,,0
56,Female,Single,Master,Rural,143151,725,0,115822,96969,824197,60,7.527222538,18906.5452,,1,39,Rejected,1
27,Male,Single,Bachelor,Urban,132661,513,2,162656,5445,742142,12,8.000012897,66792.78798,4,,62,,0
56,Female,Married,High School,Semi-Urban,148309,314,3,233115,38859,1573500,24,7.004503507,74747.15522,0,,64,,0
36,Female,Single,Bachelor,Urban,143987,434,4,401900,6841,484407,36,13.89518484,19064.854,0,,63,,0
44,Female,Married,Bachelor,Urban,135525,726,3,253637,53655,327845,36,13.66934024,12841.32626,2,1,80,Rejected,0
21,Female,Single,Master,Semi-Urban,71820,837,0,239526,68975,1492158,24,11.82710174,76879.83707,,1,91,Rejected,0
45,Male,Married,Master,Urban,131530,856,3,233628,66802,1732996,60,9.442696423,42520.06261,2,1,13,Rejected,0
30,Female,Married,Bachelor,Semi-Urban,103680,839,4,254135,25234,293138,48,10.73974571,8730.564648,0,3,95,Rejected,1
36,Male,Single,High School,Urban,143368,344,4,401623,23733,1876636,24,12.30932913,97443.27516,3,,60,,0
36,Male,Single,Master,Rural,118706,820,2,280206,95819,1176337,24,13.12023887,61875.56036,3,8,61,Approved,0
28,Female,Married,Master,Semi-Urban,106532,370,3,490416,9397,1687931,48,9.587777061,48651.48427,1,,58,,0
49,Male,Single,High School,Semi-Urban,137318,595,2,274927,44359,1972801,48,9.78572622,57187.76289,4,,70,,0
59,Male,Single,High School,Urban,27649,552,1,,71347,388863,24,14.35868542,20855.59291,4,,92,,0
48,Male,Married,Master,Urban,109363,495,2,20135,27381,384024,36,8.849448553,13499.33386,0,,25,,0
26,Female,Divorced,Master,Urban,120750,485,1,152462,33357,1287030,48,12.24787289,39949.27488,3,,44,,0
36,Female,Married,High School,Urban,144924,797,1,141743,51471,256784,12,14.41795509,24483.91682,4,9,4,Rejected,0
40,Female,Married,Bachelor,Urban,123973,446,1,94931,42683,887540,12,12.22335433,83002.26325,4,,73,,0
36,Male,Married,High School,Rural,60064,419,0,193339,28493,1139296,24,9.382058784,56378.11837,,,50,,0
27,Male,Divorced,High School,Rural,28821,475,4,,45677,667738,36,9.345610394,23748.62711,0,,61,,0
61,Female,Married,Bachelor,Semi-Urban,78849,805,1,323177,43174,1459290,48,12.2017848,45240.16045,0,5,97,Rejected,1
34,Female,Single,Bachelor,Semi-Urban,81877,327,3,343804,83051,809605,24,9.529653067,40162.92064,1,,2,,0
63,Male,Divorced,Master,Urban,109684,727,0,412097,49746,563985,48,13.01316567,17865.7127,,2,69,Approved,0
46,Female,Single,Bachelor,Urban,65372,321,1,490073,91095,762455,12,14.75642372,72913.84087,4,,86,,0
46,Female,Single,High School,Rural,134253,385,1,137556,29938,413149,36,13.20257352,16021.88615,0,,4,,0
34,Male,Married,Master,Semi-Urban,48560,781,4,286088,9020,1378941,12,13.09585523,129960.4264,2,8,65,Approved,0
27,Male,Single,High School,Semi-Urban,108188,467,0,346943,16431,1436090,60,9.116690873,34845.15716,,,22,,0
53,Female,Single,Master,Rural,106909,599,0,103081,56572,413919,12,12.63594929,38851.79958,,,79,,0
46,Female,Single,Master,Rural,61035,795,2,499016,73481,1661590,48,12.97077011,52576.54326,0,6,84,Approved,1
40,Female,Married,High School,Urban,119610,330,3,67936,99219,1873392,60,13.78888366,52749.85361,0,,83,,0
23,Female,Divorced,High School,Urban,66021,390,4,53693,47891,954024,12,13.21160969,90005.49394,4,,18,,0
24,Male,Single,Master,Rural,36230,560,2,95120,96293,1743317,60,10.01413384,43603.45814,1,,78,,0
46,Female,Single,Bachelor,Semi-Urban,97295,789,2,30787,13482,1256195,12,10.43301218,115604.4981,3,5,15,Rejected,0
31,Female,Single,High School,Rural,127288,712,3,386204,14773,569815,36,14.47644044,22702.27187,4,5,83,Approved,0
22,Male,Married,Master,Urban,102266,496,4,490318,59546,1819206,12,10.1191297,166941.1512,4,,49,,0
34,Male,Married,Bachelor,Urban,25036,426,3,,20300,289517,12,10.56794711,26676.08362,0,,7,,0
64,Male,Single,Bachelor,Urban,38561,392,4,493018,62980,1506241,12,7.458536631,134882.0447,1,,46,,0
50,Male,Single,Bachelor,Urban,45237,569,1,80358,37243,1729890,36,12.92414701,66683.62722,2,,58,,0
32,Male,Married,Bachelor,Rural,78719,742,0,112675,7046,575886,36,9.70656466,20655.06225,,7,65,Approved,0
46,Male,Married,Bachelor,Semi-Urban,32085,864,1,311609,34693,1934674,12,8.058140904,174214.3964,2,4,89,Approved,0
64,Male,Single,High School,Rural,21168,528,1,,28662,965448,48,14.45996911,31747.12355,3,,54,,0
53,Female,Single,Bachelor,Urban,149724,715,1,422812,22168,616217,36,10.77186214,22648.6427,1,8,29,Approved,1
33,Female,Single,Bachelor,Urban,119319,604,3,433470,5153,1326062,60,9.06775465,32121.37072,3,,99,Approved,0
34,Male,Divorced,Master,Urban,86020,465,4,213165,90683,1431294,60,9.349433333,35006.38986,0,,94,,0
44,Female,Married,Bachelor,Urban,43105,392,1,182282,8523,1722956,48,14.31705278,56451.29333,0,,90,,0
54,Female,Married,Bachelor,Semi-Urban,64276,811,0,323200,88362,1759068,12,11.45028063,163373.8519,,6,74,Pending,0
64,Male,Married,High School,Urban,127763,684,1,297587,80830,1383342,36,11.46898294,51647.43817,4,1,82,Pending,0
46,Male,Married,Master,Urban,45718,408,2,175708,39640,179706,48,7.767014901,4907.024316,4,,32,,0
41,Male,Divorced,Bachelor,Semi-Urban,69817,766,2,399634,79518,1272344,12,9.478624615,116078.726,1,6,97,Rejected,1
48,Male,Single,Bachelor,Urban,115671,505,3,185070,77281,1256930,24,11.84208448,64775.97604,0,,19,,0
56,Male,Single,Master,Urban,50368,578,0,297605,20738,1753834,60,8.129311156,41111.78525,,,54,,0
60,Female,Married,Master,Semi-Urban,99360,453,3,175605,12656,100593,48,11.67412048,3074.299835,0,,19,,0
22,Female,Married,Bachelor,Semi-Urban,88135,637,3,53692,10893,1177139,36,8.23638356,40777.77914,4,,58,Rejected,0
62,Male,Single,Master,Rural,37578,762,3,303714,80785,931426,24,11.01587353,47359.80918,1,0,52,Pending,1
29,Male,Single,Master,Semi-Urban,36683,527,1,42666,35622,1927777,24,10.49245332,97179.96683,1,,36,,0
43,Female,Single,Master,Rural,94941,874,4,413916,41338,370832,24,9.073985301,18255.43676,4,7,91,Approved,0
35,Female,Single,Bachelor,Urban,67395,639,4,392998,43566,496079,12,10.26887382,45585.06055,1,,28,Approved,0
33,Female,Single,Bachelor,Urban,70103,797,0,15742,43520,1222572,60,12.91205769,33531.1335,,6,84,Rejected,1
43,Male,Married,High School,Rural,117190,485,1,450447,9793,545602,36,9.489984766,19470.40667,2,,95,,0
37,Male,Married,Bachelor,Rural,25080,412,4,,70049,500351,36,10.20760651,18154.79399,2,,48,,0
22,Female,Married,Bachelor,Semi-Urban,115116,885,2,78494,89042,755419,12,11.89805168,70441.59525,1,2,30,Rejected,1
40,Male,Married,Bachelor,Semi-Urban,120134,786,3,35820,75653,1848887,48,13.49109613,59304.73938,1,9,43,Approved,1
40,Female,Married,Bachelor,Urban,29853,790,4,,92908,897173,12,9.60974619,81949.08735,2,3,15,Approved,0
23,Male,Single,High School,Urban,76291,416,3,411261,29082,168762,12,8.485415005,15256.84634,2,,45,,0
32,Male,Single,High School,Urban,24875,398,1,,19193,1813218,12,14.82081471,173495.9733,3,,10,,0
60,Female,Single,Bachelor,Urban,86068,596,4,23232,79818,643305,24,7.14530495,30634.88367,3,,79,,0
22,Female,Divorced,Bachelor,Semi-Urban,54902,449,3,138880,84706,498549,24,11.77556189,25665.1205,3,,59,,0
56,Male,Single,Bachelor,Urban,140209,330,4,114045,18109,1325160,24,10.17623546,66452.61682,3,,78,,0
34,Female,Married,Master,Urban,90412,456,4,445982,96600,1527840,12,7.050995216,136297.3271,1,,11,,0
36,Male,Single,Master,Rural,93490,724,0,403246,14278,1929819,24,10.74842252,97694.55,,5,68,Rejected,0
39,Female,Divorced,Bachelor,Urban,118210,827,0,358220,56297,1985059,12,11.91897974,185138.1483,,7,91,Rejected,0
54,Female,Single,High School,Urban,57421,354,1,265986,54032,1342350,60,13.48833346,37460.88701,2,,56,,0
64,Male,Married,Bachelor,Semi-Urban,57487,444,3,301685,70726,1907703,24,9.680082731,94876.56072,3,,45,,0
26,Male,Single,Bachelor,Rural,82648,317,0,333234,93913,165611,48,14.33596241,5428.723392,,,82,,0
33,Male,Single,Bachelor,Urban,42433,871,0,353071,46302,574933,60,14.87551223,16709.23573,,7,44,Rejected,0
56,Female,Married,High School,Rural,46099,584,1,171082,98519,1806859,36,11.85216895,68036.52622,0,,72,,0
42,Female,Divorced,High School,Urban,111325,518,2,290733,70612,508492,48,12.942781,16078.0005,0,,31,,0
38,Male,Married,High School,Semi-Urban,95319,514,2,477240,88232,1941695,48,10.79691899,57922.24884,1,,19,,0
32,Female,Divorced,Bachelor,Urban,21152,644,4,,96653,1348867,24,12.34484665,70079.08856,3,,65,Approved,0
50,Male,Married,Master,Urban,55256,550,1,36491,83861,1417550,24,11.32483507,72442.51663,0,,60,,0
60,Male,Married,Master,Semi-Urban,55949,705,3,226239,9072,878054,12,10.10331913,80563.88314,3,5,19,Approved,0
27,Male,Single,Bachelor,Semi-Urban,111989,865,0,350354,32365,1062958,36,11.69806894,39888.74108,,9,56,Approved,1
52,Male,Single,Master,Semi-Urban,128187,636,2,102418,39101,293841,48,10.1472299,8606.414317,3,,78,Rejected,0
39,Male,Single,PhD,Rural,93859,344,0,290882,89834,755504,24,8.595238833,36890.7811,,,53,,0
26,Female,Divorced,Master,Urban,123908,741,4,27959,9730,888856,48,14.31844161,29123.69395,4,6,70,Approved,0
40,Female,Divorced,Master,Semi-Urban,146150,430,0,121114,58861,739305,48,10.24465722,21713.79276,,,78,,0
47,Male,Married,Master,Urban,25194,428,1,,77375,177632,12,7.43226407,15902.83994,1,,36,,0
63,Female,Single,Bachelor,Urban,82667,482,3,475239,48597,993184,60,14.59231224,28630.44253,3,,45,,0
57,Male,Single,High School,Semi-Urban,55751,533,0,197542,63232,719804,12,8.153626455,64874.51078,,,57,,0
27,Female,Divorced,PhD,Urban,126548,600,3,407540,16884,865901,48,9.282997469,24738.06816,2,,39,Approved,0
25,Female,Single,Bachelor,Urban,26182,612,1,,57963,453428,60,12.97301233,12459.07253,3,,89,Rejected,0
31,Male,Married,Master,Rural,43842,584,4,177594,60722,524589,60,13.32083825,14566.45435,4,,81,,0
35,Female,Single,Master,Urban,103425,829,1,294233,77002,1511229,36,14.7898128,60604.24501,0,2,62,Approved,1
23,Male,Single,Bachelor,Urban,57201,533,2,136836,74625,1363651,24,9.206218655,67280.51606,0,,73,,0
25,Female,Married,Bachelor,Semi-Urban,108457,692,4,103353,95577,999307,60,14.96948253,29121.04056,0,9,78,Approved,1
43,Male,Single,Bachelor,Urban,90651,899,0,5822,62104,1924895,60,13.73212757,54109.00308,,7,44,Rejected,0
57,Male,Single,High School,Urban,30290,396,3,45160,52392,206018,24,7.051248032,9794.653348,2,,53,,0
29,Male,Divorced,High School,Urban,31125,375,4,462858,23997,1616841,36,12.98334825,62405.59147,3,,24,,0
35,Male,Married,Bachelor,Urban,131807,671,4,117325,81740,1035361,60,11.31657565,27019.96757,2,6,30,Approved,0
23,Male,Married,High School,Rural,84206,761,2,421777,49900,1404522,36,12.80658538,54003.77576,0,5,28,Approved,1
49,Male,Married,Bachelor,Rural,26458,308,0,,29348,826388,36,9.081585695,29209.31676,,,78,,0
26,Female,Single,High School,Urban,130361,458,4,299482,17699,491676,60,7.399862975,11226.54586,2,,50,,0
37,Male,Single,Master,Urban,51856,685,2,20616,9778,1407721,24,13.7300896,74761.82122,1,2,20,Approved,1
46,Female,Single,Master,Urban,95890,859,3,69428,75176,158988,36,12.3442628,6051.824712,4,0,40,Rejected,0
41,Male,Single,Bachelor,Urban,34082,401,3,138730,93406,1362851,24,12.0120283,70427.62898,1,,36,,0
28,Female,Single,Bachelor,Urban,35180,408,0,383444,46644,1652052,48,11.39976106,50111.91504,,,54,,0
41,Male,Married,PhD,Urban,146817,677,0,389691,67037,923228,60,11.67654447,24370.56066,,3,29,Approved,0
31,Male,Single,High School,Semi-Urban,64782,874,0,127272,15559,51597,12,10.60723553,4755.83461,,1,16,Approved,0
58,Female,Married,Bachelor,Urban,51760,333,3,494939,89199,1506953,60,12.00377245,40190.15076,0,,13,,0
28,Male,Single,High School,Semi-Urban,100892,667,1,400848,74577,359159,24,9.45805352,17795.74587,2,9,59,Rejected,0
